tiss	pid	median_psi	mean_psi	sd_psi	exon_id
Adipose_Subcutaneous	chr1_212342188_212342280_+	1	0.9848077624784853	0.02273671720956269	ENSG00000066027.11_9
Adipose_Subcutaneous	chr1_220781778_220781932_+	0.9375	0.9122832013769363	0.12817327224641728	ENSG00000117791.15_8
Adipose_Subcutaneous	chr2_11343996_11344585_-	0.5532900000000001	0.59973928	0.24649329997902722	ENSG00000134318.13_2
Adipose_Subcutaneous	chr2_55266381_55266518_-	0.14894	0.15330870017331022	0.09677532390482559	ENSG00000085760.14_3
Adipose_Subcutaneous	chr2_61185980_61186081_+	0.05516	0.0969287091222031	0.12095866759104007	ENSG00000173209.22_7
Adipose_Subcutaneous	chr2_61534558_61534678_-	0.06977	0.07793523316062176	0.06969771442643634	ENSG00000082898.16_5
Adipose_Subcutaneous	chr2_69423582_69423717_-	0.79077	0.7863966609294321	0.0668190202005052	ENSG00000169599.12_4
Adipose_Subcutaneous	chr2_69480860_69480961_-	0	0.09789576388888889	0.14064938684163056	ENSG00000115977.18_21
Adipose_Subcutaneous	chr2_70215125_70215233_-	0.02299	0.025044956970740103	0.024608303053627646	ENSG00000116001.15_14
Adipose_Subcutaneous	chr2_85343639_85343798_-	0.98429	0.9839285025817556	0.015815888388342064	ENSG00000042445.13_10
Adipose_Subcutaneous	chr2_85395980_85396010_-	0	0.006577487091222031	0.011952255084520098	ENSG00000042493.15_15
Adipose_Subcutaneous	chr2_86753458_86753558_+	0.71014	0.7459300688468158	0.1884690690775565	ENSG00000153561.12_5
Adipose_Subcutaneous	chr2_102156146_102156246_+	0.06977	0.08101266781411359	0.06670986313319649	ENSG00000115594.11_9
Adipose_Subcutaneous	chr2_109905880_109906456_+	0.11628	0.13925390705679863	0.11382740743101905	ENSG00000256977.12_4
Adipose_Subcutaneous	chr2_135932783_135932842_-	0.98286	0.9712799655765921	0.03652021796209345	ENSG00000115866.10_9
Adipose_Subcutaneous	chr2_151468474_151468551_+	0.76667	0.7598551384083045	0.1477070535661868	ENSG00000080345.17_32
Adipose_Subcutaneous	chr2_168850836_168851006_+	0.05594	0.06437734939759036	0.05720479783227242	ENSG00000163072.15_15
Adipose_Subcutaneous	chr2_187428337_187428889_-	0.19665	0.2109430276816609	0.10298675997589199	ENSG00000064989.12_5
Adipose_Subcutaneous	chr2_190920215_190920248_+	0.18261	0.1902869535283993	0.10625173005413188	ENSG00000115419.12_8
Adipose_Subcutaneous	chr2_200670629_200671495_+	0.92754	0.9213257831325301	0.045396841538482925	ENSG00000138356.13_36
Adipose_Subcutaneous	chr2_202220032_202220106_-	1	0.9846540791738382	0.01789343847337949	ENSG00000116030.16_5
Adipose_Subcutaneous	chr2_218400587_218400953_+	0	0.009531600688468159	0.01728878419626733	ENSG00000144579.7_7
Adipose_Subcutaneous	chr3_10319139_10319316_-	0	0.010111308089500861	0.01275105023435541	ENSG00000157020.17_2
Adipose_Subcutaneous	chr3_12351472_12351674_+	0.03597	0.042016746987951804	0.03484022797125936	ENSG00000132170.19_6
Adipose_Subcutaneous	chr3_15814240_15814309_-	0.15789	0.16896275167785235	0.17063814435495098	ENSG00000206560.11_2
Adipose_Subcutaneous	chr3_16200619_16200823_+	0.99247	0.9846232702237522	0.020846410812654457	ENSG00000131386.17_4
Adipose_Subcutaneous	chr3_42794157_42794299_-	0.9604	0.9619387091222031	0.030786979041522982	ENSG00000181061.13_3
Adipose_Subcutaneous	chr3_48859092_48859201_-	0.96026	0.9489643029259897	0.06270357661583925	ENSG00000178537.9_8
Adipose_Subcutaneous	chr3_50572115_50572208_+	0.93814	0.9223357118055555	0.09216965140159993	ENSG00000114735.9_4
Adipose_Subcutaneous	chr3_52443016_52443069_-	0.126245	0.12353993103448276	0.06574769380822866	ENSG00000010319.6_2
Adipose_Subcutaneous	chr3_52521361_52521510_+	0.89504	0.8866535800344234	0.05800309110302729	ENSG00000010327.10_56
Adipose_Subcutaneous	chr3_58530466_58530638_-	0.85882	0.8483288734835355	0.13177290834445124	ENSG00000168306.12_8
Adipose_Subcutaneous	chr3_97892860_97892993_+	0.86063	0.8574181551724138	0.1280421947746317	ENSG00000080200.9_14
Adipose_Subcutaneous	chr3_119676731_119676966_-	0	0.0035236144578313254	0.005011554031407987	ENSG00000138495.6_2
Adipose_Subcutaneous	chr3_121668314_121668508_-	0.05333	0.05791314974182444	0.03586548992862975	ENSG00000173230.15_20
Adipose_Subcutaneous	chr3_127674110_127674453_+	0.92	0.9169896901893287	0.08829774270891674	ENSG00000114626.17_2
Adipose_Subcutaneous	chr3_142823532_142823615_-	1	0.9923052495697074	0.017180101164288697	ENSG00000163710.7_11
Adipose_Subcutaneous	chr3_146223733_146223777_-	0.18436	0.19300490533562822	0.08858383818032646	ENSG00000114698.14_3
Adipose_Subcutaneous	chr3_186570544_186570965_+	1	0.8739925645438898	0.29849162140577123	ENSG00000090520.11_2
Adipose_Subcutaneous	chr3_193617178_193617285_+	0.93939	0.9189187068965518	0.09269551742017001	ENSG00000198836.8_5
Adipose_Subcutaneous	chr3_194593041_194593073_-	0.16667	0.17684006884681583	0.10112372293552131	ENSG00000145014.17_15
Adipose_Subcutaneous	chr3_196241528_196241611_-	0.07317	0.07981294320137694	0.049015423027843924	ENSG00000161217.11_10
Adipose_Subcutaneous	chr3_197763466_197763638_+	0.02985	0.03457335628227194	0.032900368679289735	ENSG00000122068.12_7
Adipose_Subcutaneous	chr4_38878071_38878426_+	0.952	0.9034553012048193	0.12048389297323815	ENSG00000197712.11_3
Adipose_Subcutaneous	chr4_48892771_48892889_-	0.84211	0.8305876829268293	0.14957331126445927	ENSG00000145247.11_7
Adipose_Subcutaneous	chr4_88046642_88046870_+	0.93478000000000006	0.9295048537005164	0.07176925170909706	ENSG00000118762.7_6
Adipose_Subcutaneous	chr4_108663233_108663306_+	0.00748	0.007623493975903614	0.007787225902325099	ENSG00000198856.12_5
Adipose_Subcutaneous	chr4_113373285_113373449_+	0.96154	0.9380617383820998	0.07819084214769605	ENSG00000145362.17_59
Adipose_Subcutaneous	chr4_151226168_151226598_-	0.33333	0.33929136206896554	0.12569974937852413	ENSG00000109686.17_4
Adipose_Subcutaneous	chr4_183506082_183506318_+	0.15493	0.15968386569872958	0.12033697108813055	ENSG00000168556.6_2
Adipose_Subcutaneous	chr5_37687910_37688007_+	0	0.017394388984509467	0.03093813305748931	ENSG00000082068.8_12
Adipose_Subcutaneous	chr5_39418181_39418345_-	0.02439	0.035706506024096384	0.04197456660981063	ENSG00000153071.14_5
Adipose_Subcutaneous	chr5_55959626_55959671_-	0.021785	0.02971901724137931	0.03316758182071613	ENSG00000134352.19_9
Adipose_Subcutaneous	chr5_57221376_57221396_+	0.22843	0.22967903614457832	0.07036036503380345	ENSG00000062194.15_4
Adipose_Subcutaneous	chr5_94714777_94714886_-	1	0.9363246643717728	0.07712578021356382	ENSG00000175471.19_30
Adipose_Subcutaneous	chr5_96740745_96740783_+	1	0.7099435283993115	0.33715536189047096	ENSG00000153113.23_23
Adipose_Subcutaneous	chr5_102974116_102974436_+	0.65101	0.6408214802065404	0.12376342326729531	ENSG00000145730.20_26
Adipose_Subcutaneous	chr5_141679761_141679822_-	1	0.9483930172413794	0.08025483525449927	ENSG00000120318.15_3
Adipose_Subcutaneous	chr5_150036636_150036937_+	0.9322	0.9287777624784853	0.06896365045906458	ENSG00000113716.12_12
Adipose_Subcutaneous	chr5_173020238_173020557_+	0.98258	0.9825485886402754	0.012574612535518637	ENSG00000113732.8_3
Adipose_Subcutaneous	chr5_177462232_177462413_-	0.00945	0.01425788296041308	0.01836030259949162	ENSG00000113758.13_12
Adipose_Subcutaneous	chr5_180607965_180608284_-	0.18421	0.1917140791738382	0.0767816604363707	ENSG00000037280.15_29
Adipose_Subcutaneous	chr6_3003669_3003789_+	0.08671	0.12089051635111876	0.11606565279189526	ENSG00000124588.19_5
Adipose_Subcutaneous	chr6_6003169_6003273_-	0.05333	0.05902573149741824	0.02913941063985555	ENSG00000124785.8_4
Adipose_Subcutaneous	chr6_6151813_6151949_-	0.97642	0.9710640963855421	0.03022595950533713	ENSG00000124491.15_16
Adipose_Subcutaneous	chr6_8422470_8422624_-	0.91176	0.9146897404844291	0.08779208203896689	ENSG00000124786.9_5
Adipose_Subcutaneous	chr6_11192345_11192446_-	1	0.9922982616179001	0.014711048694670116	ENSG00000111859.16_14
Adipose_Subcutaneous	chr6_13599032_13599155_+	1	0.9184000863557858	0.10819377750509952	ENSG00000124523.15_11
Adipose_Subcutaneous	chr6_17950406_17951429_-	0.24138	0.2562468935427574	0.13406162070193003	ENSG00000137177.19_3
Adipose_Subcutaneous	chr6_26463244_26463525_+	1	0.9421493803786575	0.0787684965292437	ENSG00000112763.15_5
Adipose_Subcutaneous	chr6_31148618_31148728_-	1	0.8123038382099828	0.3371610627392851	ENSG00000204536.13_10
Adipose_Subcutaneous	chr6_31893362_31893662_-	0.06977	0.11273340791738382	0.1140781613212408	ENSG00000204371.11_5
Adipose_Subcutaneous	chr6_32198926_32199145_-	0.85393	0.8477792082616179	0.06932270066365781	ENSG00000204301.6_24
Adipose_Subcutaneous	chr6_32975021_32975112_+	0.25072	0.25093640275387263	0.039234434308216874	ENSG00000204256.12_10
Adipose_Subcutaneous	chr6_33209915_33210130_+	1	0.9731507573149741	0.051029701264553994	ENSG00000204227.4_4
Adipose_Subcutaneous	chr6_33415590_33415670_+	1	0.9921783132530121	0.029077029959882598	ENSG00000112511.17_15
Adipose_Subcutaneous	chr6_33416920_33416969_-	1	0.9968750602409638	0.016016137827252152	ENSG00000112514.15_4
Adipose_Subcutaneous	chr6_33689238_33689410_+	0.92969	0.9264766265060241	0.051470861123618414	ENSG00000096433.10_51
Adipose_Subcutaneous	chr6_39848566_39848936_+	0	0.029110833333333332	0.04045620341962942	ENSG00000146122.16_3
Adipose_Subcutaneous	chr6_107040381_107040907_+	0.11628	0.13009746987951806	0.08289582825679805	ENSG00000130349.9_4
Adipose_Subcutaneous	chr6_129475390_129475401_+	0.96741	0.9518955421686747	0.05706738672400613	ENSG00000196569.11_54
Adipose_Subcutaneous	chr6_130876674_130876775_-	0.20446	0.21125464716006884	0.07124430425210614	ENSG00000079819.18_25
Adipose_Subcutaneous	chr6_144839049_144839284_+	1	0.9849836660929432	0.03199707865682541	ENSG00000152818.18_78
Adipose_Subcutaneous	chr6_170567226_170567505_+	0.08	0.08454062068965518	0.06753446553825747	ENSG00000112592.13_7
Adipose_Subcutaneous	chr7_1056104_1056552_+	0.15517	0.1692242512908778	0.08444835521355448	ENSG00000164849.9_5
Adipose_Subcutaneous	chr7_6046777_6046980_-	0.01887	0.02017154905335628	0.021379996540669858	ENSG00000086232.12_8
Adipose_Subcutaneous	chr7_6172731_6173075_-	0	0.024216901893287436	0.033479457330485615	ENSG00000008256.15_8
Adipose_Subcutaneous	chr7_48101824_48101982_+	0.47112	0.47172917383821	0.07212244007054998	ENSG00000183696.13_7
Adipose_Subcutaneous	chr7_64917030_64917118_+	0.73913	0.711911135857461	0.29667599934569944	ENSG00000198039.11_12
Adipose_Subcutaneous	chr7_73557041_73557251_-	0.04762	0.05627006884681583	0.04020227526579778	ENSG00000106635.7_2
Adipose_Subcutaneous	chr7_75437515_75437686_-	0.5443	0.6075394664371773	0.27072238046896635	ENSG00000272391.5_10
Adipose_Subcutaneous	chr7_76611722_76611813_-	1	0.9952476592082616	0.014877512411210743	ENSG00000146707.14_3
Adipose_Subcutaneous	chr7_77311841_77311940_-	0.89323	0.8785512586206896	0.12716741318080302	ENSG00000186088.15_34
Adipose_Subcutaneous	chr7_80673355_80673409_+	0.99605	0.9948677796901894	0.005962618962277478	ENSG00000135218.17_25
Adipose_Subcutaneous	chr7_88290916_88291014_-	0.37059	0.37210623063683307	0.07213579364099129	ENSG00000127954.12_2
Adipose_Subcutaneous	chr7_96234802_96234917_-	0.74074	0.7485081707317073	0.15020373328983755	ENSG00000004864.13_5
Adipose_Subcutaneous	chr7_124829254_124829342_-	0.77011	0.7756898106712564	0.11438087408755478	ENSG00000128513.14_18
Adipose_Subcutaneous	chr7_128400817_128400891_-	1	0.9806513941480206	0.026768446097995228	ENSG00000106348.16_7
Adipose_Subcutaneous	chr8_23298836_23298947_-	0.94444	0.9354443373493976	0.05535345782847498	ENSG00000134013.15_20
Adipose_Subcutaneous	chr8_27290156_27290178_-	1	0.9208081724137931	0.10333770759416191	ENSG00000104228.12_4
Adipose_Subcutaneous	chr8_51826929_51827361_-	0.04202	0.05055946643717728	0.06370046690315807	ENSG00000168300.13_9
Adipose_Subcutaneous	chr8_70586895_70586999_-	1	0.9974827882960413	0.0074335749837872046	ENSG00000067167.7_10
Adipose_Subcutaneous	chr8_86368939_86369031_+	0.92793	0.9239048709122203	0.08196221117407493	ENSG00000123124.13_2
Adipose_Subcutaneous	chr8_103378027_103378243_+	0.97756	0.9759644234079173	0.022567135691770043	ENSG00000164932.12_5
Adipose_Subcutaneous	chr8_106737520_106737600_+	0.30579	0.3111279862306368	0.09566796396322426	ENSG00000164830.18_18
Adipose_Subcutaneous	chr8_144790678_144790763_-	4.2e-4	4.4182444061962136e-4	3.685611961841082e-4	ENSG00000161016.17_4
Adipose_Subcutaneous	chr9_12777200_12777578_+	0	0.011551293103448277	0.024801327849367963	ENSG00000153714.5_2
Adipose_Subcutaneous	chr9_33401536_33401880_-	0.05253	0.0740259585492228	0.0893777251801527	ENSG00000165269.12_2
Adipose_Subcutaneous	chr9_65732947_65733122_+	0.84091	0.8273897418244406	0.15351664989258845	ENSG00000147996.16_23
Adipose_Subcutaneous	chr9_68406255_68406302_+	0	0.004616953528399311	0.011025401260017179	ENSG00000154330.12_13
Adipose_Subcutaneous	chr9_83628007_83628211_+	0.822875	0.817008078358209	0.18951269984480887	ENSG00000148057.15_3
Adipose_Subcutaneous	chr9_92512011_92512126_-	0.937855	0.9322501724137932	0.06440198093884689	ENSG00000106823.12_6
Adipose_Subcutaneous	chr9_99040521_99040556_+	1	0.9956740619621343	0.010463230118204363	ENSG00000204291.10_25
Adipose_Subcutaneous	chr9_104770849_104770998_+	0.65957	0.694909896373057	0.19277701194448807	ENSG00000165028.11_4
Adipose_Subcutaneous	chr9_108939385_108939454_+	0.81818	0.8076439759036145	0.13962757159744424	ENSG00000119328.11_5
Adipose_Subcutaneous	chr9_123071412_123071501_+	0.03817	0.047243063683304644	0.0496350716583415	ENSG00000011454.16_21
Adipose_Subcutaneous	chr9_124405317_124405432_-	0.97077	0.9692433734939759	0.01678659442510661	ENSG00000136930.12_6
Adipose_Subcutaneous	chr9_127843094_127843245_-	1	0.9938328055077452	0.01653574897040069	ENSG00000106991.13_3
Adipose_Subcutaneous	chr9_128162004_128162952_+	0.03646	0.037263717728055076	0.017755531657219673	ENSG00000171159.4_2
Adipose_Subcutaneous	chr9_129141646_129141918_+	0.03509	0.041188106712564544	0.0325506896986463	ENSG00000119383.19_17
Adipose_Subcutaneous	chr9_131201647_131201717_+	1	0.9795383820998279	0.030352740388670408	ENSG00000126883.16_32
Adipose_Subcutaneous	chr9_133364840_133365026_-	1	0.9881939242685026	0.01881339928095398	ENSG00000148248.13_6
Adipose_Subcutaneous	chr9_137088268_137088398_+	0	0.017801273666092944	0.027022646864202467	ENSG00000177239.14_3
Adipose_Subcutaneous	chr10_6224506_6224623_+	0.0344	0.034638089500860586	0.01641447998164541	ENSG00000170525.19_17
Adipose_Subcutaneous	chr10_7585901_7586069_-	0.94937	0.9387230808950086	0.05993278856474887	ENSG00000123243.14_11
Adipose_Subcutaneous	chr10_13693482_13693517_-	0.238455	0.2389776379310345	0.09680103500838326	ENSG00000151474.21_25
Adipose_Subcutaneous	chr10_28534234_28534346_+	0.04	0.040812702237521516	0.03078805843453077	ENSG00000095787.21_4
Adipose_Subcutaneous	chr10_32957759_32957894_-	0.00461	0.005860189328743545	0.006926632121767384	ENSG00000150093.18_7
Adipose_Subcutaneous	chr10_71823888_71823896_-	0.58508	0.5752866437177281	0.10752422994741656	ENSG00000197746.13_8
Adipose_Subcutaneous	chr10_95680472_95680609_-	0.9738	0.9458303270223752	0.06722422118959835	ENSG00000119977.20_13
Adipose_Subcutaneous	chr10_103451083_103451588_-	0.71579	0.7176475903614458	0.10884912047564538	ENSG00000138172.10_3
Adipose_Subcutaneous	chr10_110918121_110918213_-	0.84314	0.8402589156626507	0.09072696059603562	ENSG00000214413.7_3
Adipose_Subcutaneous	chr10_112964556_112964624_+	0.33333	0.3323100516351119	0.09248403389792106	ENSG00000148737.16_4
Adipose_Subcutaneous	chr10_116211631_116211645_-	0	0.05696787878787879	0.074879515174805	ENSG00000151892.14_7
Adipose_Subcutaneous	chr10_119441999_119442088_+	0.96528	0.9657810154905335	0.029019243131033507	ENSG00000198873.11_11
Adipose_Subcutaneous	chr10_121899866_121899994_-	0.30839	0.3084960350877193	0.1438412358376757	ENSG00000107669.17_8
Adipose_Subcutaneous	chr11_1929068_1929143_+	0.03937	0.04724005163511188	0.051757908609390495	ENSG00000130595.17_11
Adipose_Subcutaneous	chr11_3040448_3040581_-	0	0.032874637931034484	0.05323237961447553	ENSG00000110619.17_5
Adipose_Subcutaneous	chr11_3700610_3700839_-	0.94937	0.9495268846815835	0.05025283372797847	ENSG00000110713.15_25
Adipose_Subcutaneous	chr11_6600926_6601602_-	0.9	0.8799848881239243	0.11701540960207296	ENSG00000132275.10_3
Adipose_Subcutaneous	chr11_44083424_44083577_+	0.95846	0.9565463855421686	0.04097143858435765	ENSG00000110455.13_16
Adipose_Subcutaneous	chr11_60282594_60282739_+	0.09592500000000001	0.09697451388888889	0.06464186558683076	ENSG00000110079.16_2
Adipose_Subcutaneous	chr11_61138737_61138835_-	0.89583	0.8994777720207254	0.09790678492474807	ENSG00000167987.10_3
Adipose_Subcutaneous	chr11_61906466_61906684_-	1	0.9748225817555938	0.04239337466387892	ENSG00000167994.11_6
Adipose_Subcutaneous	chr11_62601023_62601275_-	0.08861	0.0937523752151463	0.04406815839915997	ENSG00000149480.6_2
Adipose_Subcutaneous	chr11_67586104_67586273_+	1	0.9966043201376936	0.01814938766215346	ENSG00000084207.15_6
Adipose_Subcutaneous	chr11_72598509_72598603_-	0.01714	0.01884936316695353	0.01890016493562277	ENSG00000186642.15_12
Adipose_Subcutaneous	chr11_72829303_72829635_+	0.93289	0.9261735578583765	0.07983863300553007	ENSG00000168010.10_19
Adipose_Subcutaneous	chr11_75400692_75400824_+	0.99389	0.993829191049914	0.002998719358784236	ENSG00000149273.14_4
Adipose_Subcutaneous	chr11_76194567_76194640_-	0.733125	0.7402999310344828	0.10678352563225588	ENSG00000085741.12_5
Adipose_Subcutaneous	chr11_76659695_76661508_-	0.78231	0.7739361273666093	0.10704254111773678	ENSG00000137507.11_4
Adipose_Subcutaneous	chr11_83212653_83213004_+	0.2	0.1967826241134752	0.16027344853610953	ENSG00000137494.13_6
Adipose_Subcutaneous	chr11_94795011_94795160_+	0.72093	0.7331677972027972	0.13784538835253204	ENSG00000166025.17_5
Adipose_Subcutaneous	chr11_111549618_111549775_+	1	0.9265828440366972	0.12283050087425999	ENSG00000204381.11_5
Adipose_Subcutaneous	chr11_118557738_118557890_-	0.23636	0.24094118760757316	0.09245382466567456	ENSG00000118096.7_6
Adipose_Subcutaneous	chr12_2937631_2937729_+	1	0.9626251979345956	0.05181237909103213	ENSG00000078246.16_10
Adipose_Subcutaneous	chr12_6967171_6967335_-	1	0.9953192254733219	0.008292061632863812	ENSG00000215021.8_7
Adipose_Subcutaneous	chr12_7099901_7100026_-	1	0.9757797934595525	0.046842580312169986	ENSG00000139178.10_4
Adipose_Subcutaneous	chr12_7471846_7471936_-	0.00269	0.004612082616179002	0.006869492550153255	ENSG00000177575.12_18
Adipose_Subcutaneous	chr12_8651662_8651691_-	0.737	0.7327095697074011	0.044178173238337934	ENSG00000197614.10_10
Adipose_Subcutaneous	chr12_8697900_8698297_+	0.75342	0.711376660929432	0.23072087845871778	ENSG00000166532.15_4
Adipose_Subcutaneous	chr12_8921601_8921750_+	0.8568	0.8594331206896552	0.0914598358185968	ENSG00000111752.10_7
Adipose_Subcutaneous	chr12_16360300_16360443_+	0.00113	0.0016800344234079174	0.002113054171063172	ENSG00000008394.12_9
Adipose_Subcutaneous	chr12_21456865_21457086_+	0	0.11013071057192375	0.16776551844415016	ENSG00000121350.15_10
Adipose_Subcutaneous	chr12_21508383_21508561_+	0.80769	0.7783332297063903	0.19494267584117753	ENSG00000111711.9_5
Adipose_Subcutaneous	chr12_30719079_30720915_-	0.77391	0.7744010017271157	0.13101467901209338	ENSG00000110888.17_15
Adipose_Subcutaneous	chr12_31103317_31103395_+	1	0.9312595320623916	0.09520740136281328	ENSG00000013573.16_30
Adipose_Subcutaneous	chr12_31303495_31305123_-	0.13293	0.15106204460966544	0.1348897844345063	ENSG00000139146.13_4
Adipose_Subcutaneous	chr12_50096850_50096972_+	0.97551	0.9712305851979346	0.03799830362368355	ENSG00000066117.14_13
Adipose_Subcutaneous	chr12_51986818_51987346_+	0.8886350000000001	0.8552086823104693	0.16071151828613217	ENSG00000135503.12_10
Adipose_Subcutaneous	chr12_55703051_55703178_-	0.9561	0.9511384337349398	0.03355969731570734	ENSG00000135424.15_4
Adipose_Subcutaneous	chr12_55721689_55721947_+	0.95473	0.9055275215146299	0.11976524914664047	ENSG00000135437.9_3
Adipose_Subcutaneous	chr12_55818999_55819173_+	1	0.9915072805507745	0.01808978713124934	ENSG00000123353.9_3
Adipose_Subcutaneous	chr12_56172937_56173029_-	0.31892	0.32042044750430293	0.06512820757186193	ENSG00000139613.11_18
Adipose_Subcutaneous	chr12_56312523_56312885_-	0	0.008187917383820999	0.012780121402749853	ENSG00000257727.5_4
Adipose_Subcutaneous	chr12_76862810_76862959_-	0.01639	0.022400154905335628	0.028244716762183382	ENSG00000175183.9_4
Adipose_Subcutaneous	chr12_80848099_80848175_-	0.13043	0.13393117117117118	0.11701830242957521	ENSG00000111052.7_3
Adipose_Subcutaneous	chr12_92145060_92145233_-	0.00129	0.0031456626506024096	0.0041727410303886376	ENSG00000133639.4_2
Adipose_Subcutaneous	chr12_96259731_96259853_+	1	0.988915817555938	0.0180266855607066	ENSG00000111145.7_7
Adipose_Subcutaneous	chr12_96297270_96297332_-	0.9562	0.9219075731497418	0.09669466790275658	ENSG00000059758.7_12
Adipose_Subcutaneous	chr12_98703371_98703499_+	0.38462	0.3956998523206751	0.23369301345123467	ENSG00000120868.13_18
Adipose_Subcutaneous	chr12_109246179_109246448_+	0.97946	0.9705039070567987	0.03687116457741462	ENSG00000076555.15_41
Adipose_Subcutaneous	chr12_109481637_109481742_+	1	0.9342366319444444	0.12334333750933134	ENSG00000151148.13_2
Adipose_Subcutaneous	chr12_110377705_110378014_-	0.13158	0.1486902925989673	0.09149816336436578	ENSG00000196510.12_10
Adipose_Subcutaneous	chr12_111712498_111712657_+	0.79592	0.8138686751361162	0.16722321545947255	ENSG00000111271.14_11
Adipose_Subcutaneous	chr12_120198554_120198799_-	0.91958	0.9165932874354561	0.04283725272552719	ENSG00000089157.15_6
Adipose_Subcutaneous	chr12_130812439_130812443_-	0	0.01568932874354561	0.039275662088368066	ENSG00000111450.13_5
Adipose_Subcutaneous	chr13_32289633_32289743_+	1	0.9787059896729776	0.03939228656239298	ENSG00000073910.19_63
Adipose_Subcutaneous	chr13_32770654_32770878_+	0.71831	0.7235229776247849	0.13647184275298083	ENSG00000083642.18_33
Adipose_Subcutaneous	chr13_37568683_37569383_-	0.10231	0.114746247848537	0.057173603814509234	ENSG00000133110.14_20
Adipose_Subcutaneous	chr13_49669777_49669846_-	0.64286	0.643456597582038	0.12510119441313833	ENSG00000123179.13_3
Adipose_Subcutaneous	chr13_110473467_110473594_+	0.00354	0.0037350086058519794	0.0039007585745367995	ENSG00000134871.17_32
Adipose_Subcutaneous	chr14_24103160_24103255_+	0.90826	0.8914917900172117	0.09173724064374426	ENSG00000100889.11_11
Adipose_Subcutaneous	chr14_24375660_24375715_+	0.96651	0.9617082616179001	0.0394653629005153	ENSG00000100968.13_12
Adipose_Subcutaneous	chr14_35116610_35116737_-	0.7265	0.7212764716006884	0.0867459591175208	ENSG00000092020.10_4
Adipose_Subcutaneous	chr14_35402771_35402859_-	0.9961	0.9919688984509466	0.01161940354684773	ENSG00000100906.10_4
